id_pedido,cliente,prazo_entrega,centro_origem,centro_destino
613526,Cliente_613526,12,CD_20,CD_17
355282,Cliente_355282,18,CD_05,CD_07
162597,Cliente_162597,11,CD_08,CD_04
858659,Cliente_858659,19,CD_07,CD_17
778807,Cliente_778807,5,CD_14,CD_00
361896,Cliente_361896,7,CD_04,CD_09
178686,Cliente_178686,1,CD_14,CD_10
861885,Cliente_861885,7,CD_01,CD_10
613923,Cliente_613923,7,CD_02,CD_00
899972,Cliente_899972,28,CD_07,CD_17
618387,Cliente_618387,23,CD_14,CD_05
696379,Cliente_696379,13,CD_00,CD_16
325633,Cliente_325633,23,CD_17,CD_02
145169,Cliente_145169,8,CD_16,CD_05
447845,Cliente_447845,14,CD_07,CD_17
210707,Cliente_210707,30,CD_18,CD_10
420224,Cliente_420224,9,CD_20,CD_11
887154,Cliente_887154,29,CD_20,CD_08
512195,Cliente_512195,13,CD_12,CD_17
878322,Cliente_878322,23,CD_05,CD_11
624980,Cliente_624980,14,CD_20,CD_11
118888,Cliente_118888,12,CD_18,CD_06
235399,Cliente_235399,22,CD_07,CD_10
83834,Cliente_83834,5,CD_03,CD_00
205798,Cliente_205798,26,CD_14,CD_18
358178,Cliente_358178,22,CD_18,CD_16
614697,Cliente_614697,9,CD_04,CD_19
50475,Cliente_50475,12,CD_06,CD_03
762686,Cliente_762686,26,CD_05,CD_16
260146,Cliente_260146,23,CD_07,CD_04
127809,Cliente_127809,3,CD_08,CD_01
556069,Cliente_556069,2,CD_07,CD_16
130161,Cliente_130161,25,CD_10,CD_18
216381,Cliente_216381,21,CD_04,CD_01
622713,Cliente_622713,3,CD_18,CD_20
186607,Cliente_186607,23,CD_08,CD_10
22882,Cliente_22882,29,CD_04,CD_12
996406,Cliente_996406,23,CD_06,CD_20
347583,Cliente_347583,6,CD_02,CD_20
348132,Cliente_348132,22,CD_19,CD_12
533936,Cliente_533936,9,CD_19,CD_04
604533,Cliente_604533,11,CD_12,CD_11
813853,Cliente_813853,29,CD_20,CD_13
227790,Cliente_227790,23,CD_02,CD_19
732985,Cliente_732985,1,CD_00,CD_09
406545,Cliente_406545,28,CD_15,CD_00
706550,Cliente_706550,8,CD_11,CD_06
325692,Cliente_325692,1,CD_18,CD_01
260028,Cliente_260028,11,CD_07,CD_01
176806,Cliente_176806,13,CD_10,CD_15
643584,Cliente_643584,16,CD_04,CD_12
137487,Cliente_137487,18,CD_02,CD_17
912846,Cliente_912846,25,CD_08,CD_07
748315,Cliente_748315,5,CD_02,CD_11
239025,Cliente_239025,4,CD_10,CD_02
492560,Cliente_492560,22,CD_03,CD_13
213497,Cliente_213497,16,CD_11,CD_02
628565,Cliente_628565,28,CD_20,CD_15
88630,Cliente_88630,16,CD_04,CD_01
384309,Cliente_384309,9,CD_14,CD_12
26297,Cliente_26297,27,CD_14,CD_03
935170,Cliente_935170,13,CD_00,CD_11
706018,Cliente_706018,3,CD_11,CD_07
172904,Cliente_172904,24,CD_08,CD_04
774694,Cliente_774694,3,CD_17,CD_16
757433,Cliente_757433,3,CD_17,CD_19
766629,Cliente_766629,4,CD_14,CD_17
488718,Cliente_488718,20,CD_03,CD_13
601169,Cliente_601169,5,CD_06,CD_00
514877,Cliente_514877,7,CD_10,CD_13
695217,Cliente_695217,23,CD_08,CD_02
36883,Cliente_36883,11,CD_09,CD_03
244074,Cliente_244074,9,CD_15,CD_01
926155,Cliente_926155,23,CD_08,CD_06
890117,Cliente_890117,10,CD_19,CD_07
986604,Cliente_986604,28,CD_07,CD_02
321975,Cliente_321975,1,CD_20,CD_08
89574,Cliente_89574,9,CD_09,CD_12
879192,Cliente_879192,30,CD_18,CD_14
476601,Cliente_476601,1,CD_05,CD_03
745112,Cliente_745112,23,CD_00,CD_03
14230,Cliente_14230,11,CD_08,CD_15
508538,Cliente_508538,8,CD_13,CD_07
417570,Cliente_417570,30,CD_03,CD_16
66196,Cliente_66196,30,CD_09,CD_02
220915,Cliente_220915,12,CD_13,CD_16
207053,Cliente_207053,24,CD_19,CD_02
893841,Cliente_893841,23,CD_11,CD_09
294174,Cliente_294174,21,CD_09,CD_20
120182,Cliente_120182,10,CD_15,CD_06
676241,Cliente_676241,10,CD_02,CD_11
464727,Cliente_464727,1,CD_19,CD_06
896479,Cliente_896479,10,CD_10,CD_18
941716,Cliente_941716,13,CD_01,CD_15
462760,Cliente_462760,4,CD_19,CD_12
471263,Cliente_471263,24,CD_02,CD_01
239226,Cliente_239226,10,CD_12,CD_07
487418,Cliente_487418,22,CD_02,CD_12
554643,Cliente_554643,11,CD_10,CD_16
673007,Cliente_673007,26,CD_09,CD_05
820827,Cliente_820827,12,CD_15,CD_04
360082,Cliente_360082,22,CD_10,CD_17
199268,Cliente_199268,6,CD_15,CD_08
322307,Cliente_322307,27,CD_06,CD_19
283306,Cliente_283306,14,CD_08,CD_16
250027,Cliente_250027,22,CD_14,CD_09
667504,Cliente_667504,13,CD_19,CD_13
540968,Cliente_540968,20,CD_13,CD_14
793972,Cliente_793972,15,CD_05,CD_18
264528,Cliente_264528,22,CD_15,CD_04
701416,Cliente_701416,30,CD_12,CD_14
407967,Cliente_407967,8,CD_00,CD_19
822765,Cliente_822765,15,CD_09,CD_19
465888,Cliente_465888,8,CD_02,CD_10
675139,Cliente_675139,9,CD_05,CD_17
894172,Cliente_894172,5,CD_13,CD_04
185422,Cliente_185422,29,CD_17,CD_12
827487,Cliente_827487,3,CD_13,CD_12
696148,Cliente_696148,16,CD_16,CD_13
447033,Cliente_447033,28,CD_03,CD_11
550653,Cliente_550653,16,CD_20,CD_11
798969,Cliente_798969,11,CD_12,CD_16
901009,Cliente_901009,30,CD_02,CD_08
854835,Cliente_854835,12,CD_04,CD_11
955069,Cliente_955069,12,CD_08,CD_14
717051,Cliente_717051,11,CD_06,CD_10
125198,Cliente_125198,12,CD_05,CD_06
724904,Cliente_724904,23,CD_04,CD_07
793139,Cliente_793139,1,CD_14,CD_08
771409,Cliente_771409,12,CD_18,CD_06
310014,Cliente_310014,12,CD_06,CD_11
731282,Cliente_731282,30,CD_05,CD_03
264995,Cliente_264995,25,CD_02,CD_19
924232,Cliente_924232,6,CD_08,CD_12
175032,Cliente_175032,23,CD_17,CD_20
995984,Cliente_995984,16,CD_10,CD_03
246003,Cliente_246003,7,CD_07,CD_19
33932,Cliente_33932,23,CD_00,CD_09
784367,Cliente_784367,3,CD_13,CD_11
668381,Cliente_668381,10,CD_01,CD_05
994662,Cliente_994662,21,CD_04,CD_05
395625,Cliente_395625,14,CD_09,CD_05
695287,Cliente_695287,26,CD_11,CD_03
70294,Cliente_70294,21,CD_02,CD_18
633505,Cliente_633505,14,CD_11,CD_09
174349,Cliente_174349,22,CD_04,CD_06
608326,Cliente_608326,16,CD_02,CD_07
631415,Cliente_631415,16,CD_05,CD_13
495977,Cliente_495977,9,CD_02,CD_17
620035,Cliente_620035,19,CD_20,CD_02
530991,Cliente_530991,4,CD_16,CD_07
593629,Cliente_593629,21,CD_18,CD_00
335905,Cliente_335905,23,CD_17,CD_13
445560,Cliente_445560,3,CD_16,CD_08
501608,Cliente_501608,5,CD_12,CD_06
32453,Cliente_32453,25,CD_15,CD_08
45071,Cliente_45071,2,CD_05,CD_01
933305,Cliente_933305,21,CD_18,CD_07
725317,Cliente_725317,22,CD_04,CD_17
79498,Cliente_79498,24,CD_18,CD_19
453784,Cliente_453784,21,CD_06,CD_10
762546,Cliente_762546,12,CD_10,CD_03
975994,Cliente_975994,12,CD_12,CD_18
86954,Cliente_86954,26,CD_08,CD_16
569086,Cliente_569086,12,CD_20,CD_08
61168,Cliente_61168,17,CD_12,CD_04
596315,Cliente_596315,6,CD_06,CD_16
967361,Cliente_967361,19,CD_20,CD_18
214504,Cliente_214504,17,CD_01,CD_18
629447,Cliente_629447,18,CD_15,CD_07
923572,Cliente_923572,3,CD_20,CD_01
434526,Cliente_434526,21,CD_12,CD_02
698034,Cliente_698034,23,CD_09,CD_16
366020,Cliente_366020,21,CD_07,CD_09
481816,Cliente_481816,8,CD_13,CD_03
631653,Cliente_631653,19,CD_12,CD_19
841500,Cliente_841500,9,CD_02,CD_01
477969,Cliente_477969,8,CD_07,CD_06
624622,Cliente_624622,2,CD_08,CD_01
295948,Cliente_295948,5,CD_07,CD_04
892424,Cliente_892424,26,CD_12,CD_20
150543,Cliente_150543,30,CD_17,CD_02
443405,Cliente_443405,8,CD_07,CD_05
919339,Cliente_919339,16,CD_09,CD_01
830824,Cliente_830824,27,CD_09,CD_19
426067,Cliente_426067,7,CD_20,CD_04
632802,Cliente_632802,11,CD_13,CD_10
395187,Cliente_395187,9,CD_14,CD_17
513756,Cliente_513756,23,CD_13,CD_01
155312,Cliente_155312,12,CD_06,CD_13
633233,Cliente_633233,2,CD_16,CD_08
636333,Cliente_636333,26,CD_14,CD_01
550615,Cliente_550615,23,CD_00,CD_06
520386,Cliente_520386,9,CD_04,CD_12
264348,Cliente_264348,23,CD_17,CD_01
331845,Cliente_331845,21,CD_14,CD_04
928042,Cliente_928042,30,CD_09,CD_10
750018,Cliente_750018,15,CD_13,CD_03
750117,Cliente_750117,17,CD_02,CD_03
565828,Cliente_565828,20,CD_17,CD_04
479470,Cliente_479470,18,CD_20,CD_04
702285,Cliente_702285,18,CD_06,CD_18
711310,Cliente_711310,29,CD_10,CD_04
133025,Cliente_133025,14,CD_08,CD_18
43462,Cliente_43462,24,CD_07,CD_00
574605,Cliente_574605,18,CD_18,CD_13
59884,Cliente_59884,12,CD_10,CD_04
673631,Cliente_673631,8,CD_03,CD_02
568733,Cliente_568733,15,CD_01,CD_11
517080,Cliente_517080,23,CD_18,CD_03
31839,Cliente_31839,12,CD_18,CD_02
275043,Cliente_275043,3,CD_00,CD_19
653079,Cliente_653079,17,CD_17,CD_15
700208,Cliente_700208,29,CD_04,CD_08
615884,Cliente_615884,30,CD_11,CD_01
578543,Cliente_578543,12,CD_09,CD_05
375720,Cliente_375720,23,CD_06,CD_04
874130,Cliente_874130,23,CD_08,CD_03
246902,Cliente_246902,26,CD_12,CD_18
67406,Cliente_67406,28,CD_00,CD_16
569700,Cliente_569700,14,CD_10,CD_02
878297,Cliente_878297,18,CD_05,CD_20
544466,Cliente_544466,6,CD_14,CD_08
359231,Cliente_359231,8,CD_13,CD_05
927375,Cliente_927375,12,CD_17,CD_14
511619,Cliente_511619,22,CD_06,CD_02
219343,Cliente_219343,4,CD_09,CD_04
639157,Cliente_639157,22,CD_20,CD_19
366462,Cliente_366462,11,CD_03,CD_15
934424,Cliente_934424,14,CD_02,CD_14
