id_pedido,cliente,prazo_entrega,centro_origem,centro_destino
3485,ClienteDesafio_3485,1,CD_19,CD_04
3502,ClienteDesafio_3502,1,CD_06,CD_20
3519,ClienteDesafio_3519,1,CD_15,CD_09
3536,ClienteDesafio_3536,1,CD_05,CD_03
3553,ClienteDesafio_3553,1,CD_03,CD_05
3570,ClienteDesafio_3570,1,CD_07,CD_19
3587,ClienteDesafio_3587,1,CD_12,CD_02
3604,ClienteDesafio_3604,1,CD_00,CD_06
3621,ClienteDesafio_3621,1,CD_13,CD_05
3638,ClienteDesafio_3638,1,CD_02,CD_11
3655,ClienteDesafio_3655,1,CD_06,CD_09
3672,ClienteDesafio_3672,1,CD_13,CD_19
3689,ClienteDesafio_3689,1,CD_05,CD_10
3706,ClienteDesafio_3706,1,CD_00,CD_10
3723,ClienteDesafio_3723,1,CD_05,CD_09
3740,ClienteDesafio_3740,1,CD_03,CD_17
3757,ClienteDesafio_3757,1,CD_16,CD_01
3774,ClienteDesafio_3774,1,CD_08,CD_19
3791,ClienteDesafio_3791,1,CD_15,CD_09
3808,ClienteDesafio_3808,1,CD_02,CD_01
3825,ClienteDesafio_3825,1,CD_07,CD_02
3842,ClienteDesafio_3842,1,CD_17,CD_16
3859,ClienteDesafio_3859,1,CD_09,CD_05
3876,ClienteDesafio_3876,1,CD_05,CD_06
3893,ClienteDesafio_3893,1,CD_16,CD_15
3910,ClienteDesafio_3910,1,CD_19,CD_03
3927,ClienteDesafio_3927,1,CD_06,CD_11
3944,ClienteDesafio_3944,1,CD_08,CD_20
3961,ClienteDesafio_3961,1,CD_13,CD_15
3978,ClienteDesafio_3978,1,CD_18,CD_19
3995,ClienteDesafio_3995,1,CD_14,CD_15
4012,ClienteDesafio_4012,1,CD_20,CD_09
4029,ClienteDesafio_4029,1,CD_05,CD_20
4046,ClienteDesafio_4046,1,CD_06,CD_16
4063,ClienteDesafio_4063,1,CD_00,CD_10
4080,ClienteDesafio_4080,1,CD_00,CD_08
4097,ClienteDesafio_4097,1,CD_06,CD_19
4114,ClienteDesafio_4114,1,CD_17,CD_03
4131,ClienteDesafio_4131,1,CD_01,CD_09
4148,ClienteDesafio_4148,1,CD_20,CD_05
4165,ClienteDesafio_4165,1,CD_10,CD_12
4182,ClienteDesafio_4182,1,CD_03,CD_09
4199,ClienteDesafio_4199,1,CD_13,CD_03
4216,ClienteDesafio_4216,1,CD_04,CD_15
4233,ClienteDesafio_4233,1,CD_09,CD_15
4250,ClienteDesafio_4250,1,CD_18,CD_05
4267,ClienteDesafio_4267,1,CD_17,CD_05
4284,ClienteDesafio_4284,1,CD_15,CD_16
4301,ClienteDesafio_4301,1,CD_03,CD_20
4318,ClienteDesafio_4318,1,CD_18,CD_12
4335,ClienteDesafio_4335,1,CD_17,CD_01
4352,ClienteDesafio_4352,1,CD_06,CD_03
4369,ClienteDesafio_4369,1,CD_01,CD_04
4386,ClienteDesafio_4386,1,CD_09,CD_12
4403,ClienteDesafio_4403,1,CD_09,CD_02
4420,ClienteDesafio_4420,1,CD_12,CD_06
4437,ClienteDesafio_4437,1,CD_17,CD_08
4454,ClienteDesafio_4454,1,CD_05,CD_17
4471,ClienteDesafio_4471,1,CD_15,CD_04
4488,ClienteDesafio_4488,1,CD_07,CD_02
4505,ClienteDesafio_4505,1,CD_00,CD_03
4522,ClienteDesafio_4522,1,CD_04,CD_17
4539,ClienteDesafio_4539,1,CD_03,CD_20
4556,ClienteDesafio_4556,1,CD_06,CD_07
4573,ClienteDesafio_4573,1,CD_14,CD_18
4590,ClienteDesafio_4590,1,CD_20,CD_00
4607,ClienteDesafio_4607,1,CD_15,CD_18
4624,ClienteDesafio_4624,1,CD_13,CD_05
4641,ClienteDesafio_4641,1,CD_02,CD_03
4658,ClienteDesafio_4658,1,CD_03,CD_01
4675,ClienteDesafio_4675,1,CD_02,CD_10
4692,ClienteDesafio_4692,1,CD_13,CD_16
4709,ClienteDesafio_4709,1,CD_01,CD_17
4726,ClienteDesafio_4726,1,CD_14,CD_13
4743,ClienteDesafio_4743,1,CD_13,CD_16
4760,ClienteDesafio_4760,1,CD_18,CD_06
4777,ClienteDesafio_4777,1,CD_12,CD_04
4794,ClienteDesafio_4794,1,CD_01,CD_14
4811,ClienteDesafio_4811,1,CD_09,CD_08
4828,ClienteDesafio_4828,1,CD_03,CD_02
4845,ClienteDesafio_4845,1,CD_14,CD_15
4862,ClienteDesafio_4862,1,CD_19,CD_16
4879,ClienteDesafio_4879,1,CD_13,CD_20
4896,ClienteDesafio_4896,1,CD_01,CD_04
4913,ClienteDesafio_4913,1,CD_04,CD_17
4930,ClienteDesafio_4930,1,CD_20,CD_04
4947,ClienteDesafio_4947,1,CD_11,CD_06
4964,ClienteDesafio_4964,1,CD_14,CD_19
4981,ClienteDesafio_4981,1,CD_04,CD_02
4998,ClienteDesafio_4998,1,CD_09,CD_11
5015,ClienteDesafio_5015,1,CD_01,CD_14
5032,ClienteDesafio_5032,1,CD_01,CD_04
5049,ClienteDesafio_5049,1,CD_08,CD_00
5066,ClienteDesafio_5066,1,CD_05,CD_01
5083,ClienteDesafio_5083,1,CD_04,CD_06
5100,ClienteDesafio_5100,1,CD_01,CD_08
5117,ClienteDesafio_5117,1,CD_14,CD_13
5134,ClienteDesafio_5134,1,CD_16,CD_13
5151,ClienteDesafio_5151,1,CD_02,CD_03
5168,ClienteDesafio_5168,1,CD_00,CD_12
5185,ClienteDesafio_5185,1,CD_09,CD_13
5202,ClienteDesafio_5202,1,CD_04,CD_11
5219,ClienteDesafio_5219,1,CD_14,CD_04
5236,ClienteDesafio_5236,1,CD_04,CD_10
5253,ClienteDesafio_5253,1,CD_05,CD_07
5270,ClienteDesafio_5270,1,CD_01,CD_20
5287,ClienteDesafio_5287,1,CD_19,CD_16
5304,ClienteDesafio_5304,1,CD_17,CD_19
5321,ClienteDesafio_5321,1,CD_06,CD_00
5338,ClienteDesafio_5338,1,CD_05,CD_02
5355,ClienteDesafio_5355,1,CD_11,CD_18
5372,ClienteDesafio_5372,1,CD_07,CD_20
5389,ClienteDesafio_5389,1,CD_05,CD_10
5406,ClienteDesafio_5406,1,CD_20,CD_07
5423,ClienteDesafio_5423,1,CD_16,CD_03
5440,ClienteDesafio_5440,1,CD_16,CD_01
5457,ClienteDesafio_5457,1,CD_16,CD_19
5474,ClienteDesafio_5474,1,CD_19,CD_11
5491,ClienteDesafio_5491,1,CD_06,CD_17
5508,ClienteDesafio_5508,1,CD_20,CD_05
5525,ClienteDesafio_5525,1,CD_03,CD_17
5542,ClienteDesafio_5542,1,CD_12,CD_07
5559,ClienteDesafio_5559,1,CD_03,CD_10
5576,ClienteDesafio_5576,1,CD_17,CD_07
5593,ClienteDesafio_5593,1,CD_19,CD_06
5610,ClienteDesafio_5610,1,CD_04,CD_09
5627,ClienteDesafio_5627,1,CD_11,CD_14
5644,ClienteDesafio_5644,1,CD_16,CD_13
5661,ClienteDesafio_5661,1,CD_01,CD_19
5678,ClienteDesafio_5678,1,CD_09,CD_03
5695,ClienteDesafio_5695,1,CD_02,CD_01
5712,ClienteDesafio_5712,1,CD_01,CD_14
5729,ClienteDesafio_5729,1,CD_12,CD_13
5746,ClienteDesafio_5746,1,CD_16,CD_10
5763,ClienteDesafio_5763,1,CD_11,CD_17
5780,ClienteDesafio_5780,1,CD_08,CD_06
5797,ClienteDesafio_5797,1,CD_16,CD_07
5814,ClienteDesafio_5814,1,CD_06,CD_10
5831,ClienteDesafio_5831,1,CD_03,CD_02
5848,ClienteDesafio_5848,1,CD_11,CD_05
5865,ClienteDesafio_5865,1,CD_02,CD_01
5882,ClienteDesafio_5882,1,CD_16,CD_05
5899,ClienteDesafio_5899,1,CD_11,CD_18
5916,ClienteDesafio_5916,1,CD_00,CD_20
5933,ClienteDesafio_5933,1,CD_07,CD_05
5950,ClienteDesafio_5950,1,CD_16,CD_05
5967,ClienteDesafio_5967,1,CD_19,CD_12
5984,ClienteDesafio_5984,1,CD_10,CD_07
6001,ClienteDesafio_6001,1,CD_17,CD_00
6018,ClienteDesafio_6018,1,CD_03,CD_01
6035,ClienteDesafio_6035,1,CD_13,CD_15
6052,ClienteDesafio_6052,1,CD_05,CD_12
6069,ClienteDesafio_6069,1,CD_09,CD_10
6086,ClienteDesafio_6086,1,CD_13,CD_11
6103,ClienteDesafio_6103,1,CD_05,CD_13
6120,ClienteDesafio_6120,1,CD_00,CD_20
6137,ClienteDesafio_6137,1,CD_08,CD_02
6154,ClienteDesafio_6154,1,CD_09,CD_16
6171,ClienteDesafio_6171,1,CD_02,CD_00
6188,ClienteDesafio_6188,1,CD_16,CD_07
6205,ClienteDesafio_6205,1,CD_14,CD_12
6222,ClienteDesafio_6222,1,CD_14,CD_15
6239,ClienteDesafio_6239,1,CD_12,CD_05
6256,ClienteDesafio_6256,1,CD_14,CD_17
6273,ClienteDesafio_6273,1,CD_05,CD_06
6290,ClienteDesafio_6290,1,CD_10,CD_14
6307,ClienteDesafio_6307,1,CD_00,CD_20
6324,ClienteDesafio_6324,1,CD_18,CD_08
6341,ClienteDesafio_6341,1,CD_07,CD_05
6358,ClienteDesafio_6358,1,CD_03,CD_16
6375,ClienteDesafio_6375,1,CD_02,CD_10
6392,ClienteDesafio_6392,1,CD_12,CD_10
6409,ClienteDesafio_6409,1,CD_20,CD_15
6426,ClienteDesafio_6426,1,CD_00,CD_06
6443,ClienteDesafio_6443,1,CD_06,CD_05
6460,ClienteDesafio_6460,1,CD_19,CD_08
6477,ClienteDesafio_6477,1,CD_19,CD_00
6494,ClienteDesafio_6494,1,CD_08,CD_12
6511,ClienteDesafio_6511,1,CD_06,CD_00
6528,ClienteDesafio_6528,1,CD_18,CD_10
6545,ClienteDesafio_6545,1,CD_14,CD_18
6562,ClienteDesafio_6562,1,CD_17,CD_05
6579,ClienteDesafio_6579,1,CD_17,CD_16
6596,ClienteDesafio_6596,1,CD_20,CD_09
6613,ClienteDesafio_6613,1,CD_11,CD_16
6630,ClienteDesafio_6630,1,CD_16,CD_09
6647,ClienteDesafio_6647,1,CD_19,CD_13
6664,ClienteDesafio_6664,1,CD_03,CD_05
6681,ClienteDesafio_6681,1,CD_14,CD_04
6698,ClienteDesafio_6698,1,CD_07,CD_16
6715,ClienteDesafio_6715,1,CD_00,CD_03
6732,ClienteDesafio_6732,1,CD_06,CD_01
6749,ClienteDesafio_6749,1,CD_19,CD_17
6766,ClienteDesafio_6766,1,CD_20,CD_13
6783,ClienteDesafio_6783,1,CD_04,CD_06
6800,ClienteDesafio_6800,1,CD_04,CD_06
6817,ClienteDesafio_6817,1,CD_13,CD_14
6834,ClienteDesafio_6834,1,CD_01,CD_00
6851,ClienteDesafio_6851,1,CD_09,CD_11
6868,ClienteDesafio_6868,1,CD_01,CD_20
6885,ClienteDesafio_6885,1,CD_01,CD_05
6902,ClienteDesafio_6902,1,CD_09,CD_18
6919,ClienteDesafio_6919,1,CD_20,CD_17
6936,ClienteDesafio_6936,1,CD_12,CD_15
6953,ClienteDesafio_6953,1,CD_13,CD_12
6970,ClienteDesafio_6970,1,CD_09,CD_06
6987,ClienteDesafio_6987,1,CD_10,CD_13
7004,ClienteDesafio_7004,1,CD_13,CD_02
7021,ClienteDesafio_7021,1,CD_09,CD_15
7038,ClienteDesafio_7038,1,CD_15,CD_12
7055,ClienteDesafio_7055,1,CD_20,CD_18
7072,ClienteDesafio_7072,1,CD_16,CD_06
7089,ClienteDesafio_7089,1,CD_00,CD_05
7106,ClienteDesafio_7106,1,CD_01,CD_02
7123,ClienteDesafio_7123,1,CD_20,CD_17
7140,ClienteDesafio_7140,1,CD_01,CD_16
7157,ClienteDesafio_7157,1,CD_13,CD_06
7174,ClienteDesafio_7174,1,CD_02,CD_14
7191,ClienteDesafio_7191,1,CD_13,CD_19
7208,ClienteDesafio_7208,1,CD_02,CD_17
7225,ClienteDesafio_7225,1,CD_18,CD_02
7242,ClienteDesafio_7242,1,CD_18,CD_20
7259,ClienteDesafio_7259,1,CD_06,CD_11
7276,ClienteDesafio_7276,1,CD_20,CD_02
7293,ClienteDesafio_7293,1,CD_16,CD_20
7310,ClienteDesafio_7310,1,CD_08,CD_04
7327,ClienteDesafio_7327,1,CD_12,CD_03
7344,ClienteDesafio_7344,1,CD_14,CD_00
7361,ClienteDesafio_7361,1,CD_10,CD_08
7378,ClienteDesafio_7378,1,CD_15,CD_10
7395,ClienteDesafio_7395,1,CD_16,CD_00
7412,ClienteDesafio_7412,1,CD_01,CD_20
7429,ClienteDesafio_7429,1,CD_15,CD_08
7446,ClienteDesafio_7446,1,CD_13,CD_11
7463,ClienteDesafio_7463,1,CD_18,CD_01
7480,ClienteDesafio_7480,1,CD_18,CD_13
7497,ClienteDesafio_7497,1,CD_20,CD_18
7514,ClienteDesafio_7514,1,CD_13,CD_01
7531,ClienteDesafio_7531,1,CD_20,CD_04
7548,ClienteDesafio_7548,1,CD_17,CD_13
7565,ClienteDesafio_7565,1,CD_02,CD_13
7582,ClienteDesafio_7582,1,CD_08,CD_05
7599,ClienteDesafio_7599,1,CD_05,CD_19
7616,ClienteDesafio_7616,1,CD_09,CD_10
7633,ClienteDesafio_7633,1,CD_12,CD_13
7650,ClienteDesafio_7650,1,CD_04,CD_20
7667,ClienteDesafio_7667,1,CD_17,CD_00
7684,ClienteDesafio_7684,1,CD_05,CD_19
7701,ClienteDesafio_7701,1,CD_15,CD_17
7718,ClienteDesafio_7718,1,CD_20,CD_04
7735,ClienteDesafio_7735,1,CD_04,CD_07
7752,ClienteDesafio_7752,1,CD_18,CD_00
7769,ClienteDesafio_7769,1,CD_04,CD_09
7786,ClienteDesafio_7786,1,CD_14,CD_19
7803,ClienteDesafio_7803,1,CD_05,CD_14
7820,ClienteDesafio_7820,1,CD_14,CD_20
7837,ClienteDesafio_7837,1,CD_08,CD_15
7854,ClienteDesafio_7854,1,CD_18,CD_02
7871,ClienteDesafio_7871,1,CD_18,CD_20
7888,ClienteDesafio_7888,1,CD_01,CD_00
7905,ClienteDesafio_7905,1,CD_14,CD_18
7922,ClienteDesafio_7922,1,CD_16,CD_01
7939,ClienteDesafio_7939,1,CD_19,CD_18
7956,ClienteDesafio_7956,1,CD_16,CD_10
7973,ClienteDesafio_7973,1,CD_04,CD_11
7990,ClienteDesafio_7990,1,CD_09,CD_02
8007,ClienteDesafio_8007,1,CD_14,CD_00
8024,ClienteDesafio_8024,1,CD_19,CD_15
8041,ClienteDesafio_8041,1,CD_07,CD_02
8058,ClienteDesafio_8058,1,CD_19,CD_13
8075,ClienteDesafio_8075,1,CD_05,CD_04
8092,ClienteDesafio_8092,1,CD_14,CD_03
8109,ClienteDesafio_8109,1,CD_15,CD_04
8126,ClienteDesafio_8126,1,CD_19,CD_02
8143,ClienteDesafio_8143,1,CD_04,CD_16
8160,ClienteDesafio_8160,1,CD_01,CD_15
8177,ClienteDesafio_8177,1,CD_14,CD_08
8194,ClienteDesafio_8194,1,CD_17,CD_18
8211,ClienteDesafio_8211,1,CD_20,CD_11
8228,ClienteDesafio_8228,1,CD_07,CD_12
8245,ClienteDesafio_8245,1,CD_11,CD_19
8262,ClienteDesafio_8262,1,CD_18,CD_08
8279,ClienteDesafio_8279,1,CD_17,CD_20
8296,ClienteDesafio_8296,1,CD_05,CD_17
8313,ClienteDesafio_8313,1,CD_06,CD_13
8330,ClienteDesafio_8330,1,CD_16,CD_18
8347,ClienteDesafio_8347,1,CD_11,CD_10
8364,ClienteDesafio_8364,1,CD_07,CD_05
8381,ClienteDesafio_8381,1,CD_10,CD_04
8398,ClienteDesafio_8398,1,CD_01,CD_13
8415,ClienteDesafio_8415,1,CD_04,CD_16
8432,ClienteDesafio_8432,1,CD_08,CD_04
8449,ClienteDesafio_8449,1,CD_10,CD_16
8466,ClienteDesafio_8466,1,CD_08,CD_04
8483,ClienteDesafio_8483,1,CD_15,CD_03
8500,ClienteDesafio_8500,1,CD_18,CD_13
8517,ClienteDesafio_8517,1,CD_09,CD_10
8534,ClienteDesafio_8534,1,CD_09,CD_18
8551,ClienteDesafio_8551,1,CD_20,CD_07
8568,ClienteDesafio_8568,1,CD_04,CD_03
8585,ClienteDesafio_8585,1,CD_00,CD_13
8602,ClienteDesafio_8602,1,CD_14,CD_11
8619,ClienteDesafio_8619,1,CD_07,CD_16
8636,ClienteDesafio_8636,1,CD_19,CD_04
8653,ClienteDesafio_8653,1,CD_07,CD_01
8670,ClienteDesafio_8670,1,CD_12,CD_17
8687,ClienteDesafio_8687,1,CD_11,CD_14
8704,ClienteDesafio_8704,1,CD_10,CD_13
8721,ClienteDesafio_8721,1,CD_14,CD_09
8738,ClienteDesafio_8738,1,CD_07,CD_19
8755,ClienteDesafio_8755,1,CD_18,CD_16
8772,ClienteDesafio_8772,1,CD_08,CD_02
8789,ClienteDesafio_8789,1,CD_06,CD_03
8806,ClienteDesafio_8806,1,CD_00,CD_05
8823,ClienteDesafio_8823,1,CD_02,CD_05
8840,ClienteDesafio_8840,1,CD_13,CD_09
