id_pedido,cliente,prazo_entrega,centro_origem,centro_destino
471507,Cliente_471507,13,CD_19,CD_13
518904,Cliente_518904,15,CD_17,CD_11
207761,Cliente_207761,28,CD_10,CD_13
392663,Cliente_392663,12,CD_13,CD_03
431150,Cliente_431150,8,CD_08,CD_04
100298,Cliente_100298,11,CD_02,CD_10
954351,Cliente_954351,10,CD_06,CD_11
847568,Cliente_847568,5,CD_18,CD_08
424409,Cliente_424409,4,CD_10,CD_11
340360,Cliente_340360,26,CD_17,CD_05
498550,Cliente_498550,23,CD_12,CD_03
302196,Cliente_302196,6,CD_09,CD_20
118032,Cliente_118032,29,CD_04,CD_00
335287,Cliente_335287,25,CD_14,CD_08
636788,Cliente_636788,20,CD_06,CD_20
900055,Cliente_900055,22,CD_20,CD_18
207345,Cliente_207345,9,CD_05,CD_03
716987,Cliente_716987,3,CD_08,CD_17
724054,Cliente_724054,25,CD_11,CD_20
83309,Cliente_83309,19,CD_12,CD_04
738422,Cliente_738422,4,CD_01,CD_18
699590,Cliente_699590,19,CD_04,CD_09
522005,Cliente_522005,23,CD_13,CD_07
411043,Cliente_411043,25,CD_00,CD_08
512849,Cliente_512849,23,CD_07,CD_09
42189,Cliente_42189,17,CD_12,CD_01
397357,Cliente_397357,7,CD_05,CD_16
467169,Cliente_467169,10,CD_04,CD_07
853400,Cliente_853400,21,CD_11,CD_01
352114,Cliente_352114,11,CD_04,CD_02
491677,Cliente_491677,14,CD_04,CD_07
345615,Cliente_345615,13,CD_05,CD_16
330462,Cliente_330462,8,CD_19,CD_17
105599,Cliente_105599,9,CD_09,CD_18
289945,Cliente_289945,28,CD_07,CD_18
885381,Cliente_885381,24,CD_04,CD_08
263795,Cliente_263795,9,CD_03,CD_17
135825,Cliente_135825,20,CD_18,CD_11
528837,Cliente_528837,26,CD_11,CD_00
558927,Cliente_558927,19,CD_02,CD_05
565707,Cliente_565707,29,CD_07,CD_05
256812,Cliente_256812,18,CD_17,CD_20
726407,Cliente_726407,2,CD_09,CD_13
224075,Cliente_224075,10,CD_09,CD_16
438095,Cliente_438095,17,CD_12,CD_00
362500,Cliente_362500,13,CD_06,CD_15
160521,Cliente_160521,15,CD_09,CD_13
739486,Cliente_739486,12,CD_14,CD_02
154352,Cliente_154352,14,CD_04,CD_06
492498,Cliente_492498,13,CD_02,CD_17
621069,Cliente_621069,4,CD_05,CD_01
428558,Cliente_428558,10,CD_13,CD_07
486014,Cliente_486014,22,CD_05,CD_07
851695,Cliente_851695,6,CD_15,CD_00
824625,Cliente_824625,21,CD_11,CD_13
570181,Cliente_570181,27,CD_08,CD_00
827817,Cliente_827817,4,CD_05,CD_10
200390,Cliente_200390,5,CD_15,CD_12
289372,Cliente_289372,13,CD_01,CD_18
602230,Cliente_602230,18,CD_03,CD_13
757297,Cliente_757297,4,CD_02,CD_05
867672,Cliente_867672,14,CD_20,CD_09
669259,Cliente_669259,28,CD_14,CD_06
759244,Cliente_759244,5,CD_00,CD_18
837671,Cliente_837671,28,CD_20,CD_00
479419,Cliente_479419,28,CD_01,CD_08
951575,Cliente_951575,21,CD_13,CD_12
34564,Cliente_34564,12,CD_08,CD_06
209410,Cliente_209410,12,CD_10,CD_04
724188,Cliente_724188,14,CD_00,CD_10
414417,Cliente_414417,14,CD_20,CD_02
760913,Cliente_760913,20,CD_03,CD_15
508260,Cliente_508260,23,CD_11,CD_14
672234,Cliente_672234,4,CD_07,CD_02
476989,Cliente_476989,8,CD_14,CD_13
737586,Cliente_737586,23,CD_18,CD_15
760447,Cliente_760447,9,CD_04,CD_19
994038,Cliente_994038,23,CD_12,CD_15
939375,Cliente_939375,18,CD_11,CD_06
130308,Cliente_130308,29,CD_16,CD_06
334966,Cliente_334966,12,CD_20,CD_07
707246,Cliente_707246,6,CD_13,CD_05
154909,Cliente_154909,27,CD_05,CD_17
329988,Cliente_329988,7,CD_09,CD_03
589008,Cliente_589008,3,CD_18,CD_08
920157,Cliente_920157,6,CD_13,CD_08
856539,Cliente_856539,7,CD_07,CD_13
775502,Cliente_775502,29,CD_05,CD_20
426671,Cliente_426671,16,CD_00,CD_10
587120,Cliente_587120,21,CD_09,CD_14
930269,Cliente_930269,1,CD_07,CD_13
468510,Cliente_468510,16,CD_02,CD_10
943769,Cliente_943769,8,CD_12,CD_00
558388,Cliente_558388,7,CD_04,CD_00
245880,Cliente_245880,6,CD_03,CD_01
151953,Cliente_151953,3,CD_14,CD_08
220722,Cliente_220722,12,CD_16,CD_06
782485,Cliente_782485,23,CD_08,CD_11
878880,Cliente_878880,30,CD_18,CD_09
994787,Cliente_994787,25,CD_13,CD_08
614718,Cliente_614718,1,CD_12,CD_01
364256,Cliente_364256,16,CD_03,CD_05
285633,Cliente_285633,27,CD_20,CD_00
740634,Cliente_740634,15,CD_09,CD_19
457697,Cliente_457697,29,CD_00,CD_17
432315,Cliente_432315,30,CD_08,CD_20
879886,Cliente_879886,4,CD_18,CD_08
711385,Cliente_711385,8,CD_02,CD_01
251381,Cliente_251381,24,CD_11,CD_03
359170,Cliente_359170,28,CD_15,CD_02
428687,Cliente_428687,23,CD_01,CD_18
248337,Cliente_248337,5,CD_11,CD_08
488421,Cliente_488421,3,CD_15,CD_16
984729,Cliente_984729,8,CD_14,CD_20
742820,Cliente_742820,4,CD_01,CD_00
49155,Cliente_49155,1,CD_16,CD_00
101273,Cliente_101273,5,CD_09,CD_11
612863,Cliente_612863,17,CD_16,CD_09
895024,Cliente_895024,12,CD_18,CD_04
629348,Cliente_629348,27,CD_18,CD_13
907924,Cliente_907924,24,CD_11,CD_18
325037,Cliente_325037,23,CD_09,CD_19
234513,Cliente_234513,19,CD_05,CD_13
334020,Cliente_334020,16,CD_18,CD_14
713094,Cliente_713094,15,CD_08,CD_20
738213,Cliente_738213,23,CD_14,CD_02
631532,Cliente_631532,17,CD_15,CD_17
415152,Cliente_415152,18,CD_05,CD_11
883474,Cliente_883474,24,CD_11,CD_01
346457,Cliente_346457,2,CD_02,CD_17
325179,Cliente_325179,3,CD_18,CD_20
85563,Cliente_85563,23,CD_01,CD_15
53996,Cliente_53996,21,CD_18,CD_04
584403,Cliente_584403,4,CD_19,CD_08
317994,Cliente_317994,26,CD_06,CD_07
226369,Cliente_226369,13,CD_07,CD_08
169151,Cliente_169151,17,CD_08,CD_14
682759,Cliente_682759,29,CD_03,CD_17
8502,Cliente_8502,1,CD_04,CD_17
821064,Cliente_821064,11,CD_18,CD_16
317850,Cliente_317850,30,CD_18,CD_00
75978,Cliente_75978,18,CD_01,CD_18
459898,Cliente_459898,14,CD_16,CD_08
229876,Cliente_229876,22,CD_03,CD_17
319271,Cliente_319271,6,CD_14,CD_03
946320,Cliente_946320,20,CD_02,CD_09
613172,Cliente_613172,6,CD_17,CD_06
484233,Cliente_484233,16,CD_01,CD_03
1525,Cliente_1525,10,CD_11,CD_02
918894,Cliente_918894,30,CD_01,CD_16
469312,Cliente_469312,14,CD_17,CD_10
304941,Cliente_304941,11,CD_05,CD_17
649070,Cliente_649070,21,CD_06,CD_05
16152,Cliente_16152,6,CD_12,CD_06
210522,Cliente_210522,2,CD_05,CD_17
715043,Cliente_715043,27,CD_01,CD_04
638752,Cliente_638752,19,CD_02,CD_08
210979,Cliente_210979,29,CD_13,CD_20
911967,Cliente_911967,11,CD_00,CD_04
760336,Cliente_760336,14,CD_00,CD_01
384119,Cliente_384119,28,CD_11,CD_12
781507,Cliente_781507,30,CD_11,CD_17
79051,Cliente_79051,13,CD_19,CD_17
754104,Cliente_754104,6,CD_00,CD_12
833344,Cliente_833344,15,CD_11,CD_06
163085,Cliente_163085,3,CD_15,CD_19
782204,Cliente_782204,8,CD_09,CD_00
398976,Cliente_398976,7,CD_17,CD_02
545767,Cliente_545767,21,CD_19,CD_10
275061,Cliente_275061,9,CD_11,CD_00
274796,Cliente_274796,13,CD_17,CD_13
427949,Cliente_427949,22,CD_11,CD_19
752440,Cliente_752440,1,CD_04,CD_11
596112,Cliente_596112,7,CD_09,CD_12
706106,Cliente_706106,4,CD_14,CD_19
892003,Cliente_892003,22,CD_16,CD_18
102113,Cliente_102113,27,CD_12,CD_08
452882,Cliente_452882,30,CD_01,CD_12
33505,Cliente_33505,18,CD_18,CD_07
380071,Cliente_380071,19,CD_08,CD_11
436077,Cliente_436077,9,CD_05,CD_09
857616,Cliente_857616,4,CD_14,CD_13
76286,Cliente_76286,11,CD_14,CD_02
171420,Cliente_171420,4,CD_17,CD_20
871626,Cliente_871626,20,CD_14,CD_02
232190,Cliente_232190,15,CD_00,CD_16
746445,Cliente_746445,9,CD_13,CD_16
897096,Cliente_897096,9,CD_01,CD_04
246659,Cliente_246659,7,CD_08,CD_12
546993,Cliente_546993,23,CD_06,CD_20
336875,Cliente_336875,14,CD_08,CD_15
805135,Cliente_805135,19,CD_12,CD_06
306757,Cliente_306757,12,CD_17,CD_07
372125,Cliente_372125,7,CD_19,CD_04
866132,Cliente_866132,30,CD_16,CD_12
13430,Cliente_13430,24,CD_03,CD_01
971229,Cliente_971229,11,CD_15,CD_19
823767,Cliente_823767,29,CD_15,CD_12
847334,Cliente_847334,5,CD_07,CD_05
103136,Cliente_103136,4,CD_01,CD_18
513847,Cliente_513847,24,CD_13,CD_10
63251,Cliente_63251,25,CD_08,CD_09
836635,Cliente_836635,9,CD_16,CD_17
825491,Cliente_825491,11,CD_19,CD_03
30944,Cliente_30944,27,CD_14,CD_12
426342,Cliente_426342,12,CD_01,CD_08
39329,Cliente_39329,14,CD_00,CD_16
189761,Cliente_189761,5,CD_18,CD_04
212388,Cliente_212388,2,CD_16,CD_15
312719,Cliente_312719,14,CD_15,CD_17
648947,Cliente_648947,4,CD_18,CD_11
995694,Cliente_995694,3,CD_06,CD_15
975965,Cliente_975965,21,CD_16,CD_05
810378,Cliente_810378,11,CD_01,CD_00
929102,Cliente_929102,26,CD_18,CD_05
760001,Cliente_760001,21,CD_07,CD_20
973930,Cliente_973930,14,CD_18,CD_04
885512,Cliente_885512,23,CD_08,CD_00
622779,Cliente_622779,2,CD_04,CD_03
567954,Cliente_567954,23,CD_09,CD_14
634290,Cliente_634290,15,CD_09,CD_19
170143,Cliente_170143,6,CD_14,CD_20
177770,Cliente_177770,27,CD_08,CD_15
343479,Cliente_343479,15,CD_03,CD_13
804394,Cliente_804394,7,CD_20,CD_09
207342,Cliente_207342,27,CD_01,CD_02
8161,Cliente_8161,5,CD_10,CD_14
768095,Cliente_768095,17,CD_05,CD_15
156202,Cliente_156202,13,CD_13,CD_12
567347,Cliente_567347,21,CD_04,CD_19
850951,Cliente_850951,2,CD_10,CD_14
557657,Cliente_557657,25,CD_15,CD_17
162920,Cliente_162920,15,CD_19,CD_05
297229,Cliente_297229,30,CD_08,CD_20
427386,Cliente_427386,23,CD_08,CD_06
441487,Cliente_441487,1,CD_12,CD_07
723661,Cliente_723661,18,CD_12,CD_08
524931,Cliente_524931,7,CD_02,CD_05
960292,Cliente_960292,11,CD_16,CD_00
963342,Cliente_963342,7,CD_02,CD_11
870760,Cliente_870760,2,CD_18,CD_11
814052,Cliente_814052,20,CD_00,CD_09
747428,Cliente_747428,1,CD_14,CD_08
996777,Cliente_996777,18,CD_11,CD_08
370468,Cliente_370468,10,CD_09,CD_00
423172,Cliente_423172,10,CD_07,CD_20
582467,Cliente_582467,14,CD_19,CD_20
921729,Cliente_921729,16,CD_14,CD_12
272062,Cliente_272062,13,CD_06,CD_02
489842,Cliente_489842,5,CD_17,CD_15
886793,Cliente_886793,30,CD_11,CD_16
597758,Cliente_597758,25,CD_13,CD_12
427987,Cliente_427987,6,CD_05,CD_04
988138,Cliente_988138,29,CD_20,CD_11
975172,Cliente_975172,12,CD_15,CD_13
813267,Cliente_813267,12,CD_02,CD_17
944317,Cliente_944317,11,CD_19,CD_09
788208,Cliente_788208,18,CD_16,CD_15
871132,Cliente_871132,20,CD_10,CD_17
933266,Cliente_933266,9,CD_02,CD_03
830199,Cliente_830199,24,CD_13,CD_05
944356,Cliente_944356,26,CD_12,CD_08
337246,Cliente_337246,29,CD_08,CD_12
846957,Cliente_846957,12,CD_14,CD_11
349787,Cliente_349787,21,CD_14,CD_03
364602,Cliente_364602,30,CD_18,CD_12
416872,Cliente_416872,15,CD_08,CD_09
996500,Cliente_996500,21,CD_11,CD_14
468376,Cliente_468376,30,CD_13,CD_18
636864,Cliente_636864,1,CD_05,CD_06
132666,Cliente_132666,30,CD_17,CD_20
997418,Cliente_997418,3,CD_17,CD_06
697114,Cliente_697114,8,CD_13,CD_07
172623,Cliente_172623,29,CD_16,CD_04
688951,Cliente_688951,6,CD_13,CD_15
133758,Cliente_133758,18,CD_11,CD_01
813807,Cliente_813807,21,CD_01,CD_17
299889,Cliente_299889,11,CD_07,CD_20
420633,Cliente_420633,7,CD_19,CD_11
847637,Cliente_847637,21,CD_00,CD_01
263948,Cliente_263948,9,CD_07,CD_12
726855,Cliente_726855,30,CD_09,CD_14
2300,Cliente_2300,6,CD_16,CD_07
798329,Cliente_798329,6,CD_18,CD_19
874217,Cliente_874217,5,CD_17,CD_13
911430,Cliente_911430,27,CD_17,CD_01
164642,Cliente_164642,12,CD_14,CD_13
513423,Cliente_513423,4,CD_01,CD_19
739778,Cliente_739778,13,CD_16,CD_11
105586,Cliente_105586,28,CD_11,CD_16
581479,Cliente_581479,24,CD_12,CD_18
119065,Cliente_119065,5,CD_09,CD_03
395767,Cliente_395767,27,CD_06,CD_19
126787,Cliente_126787,17,CD_05,CD_01
229466,Cliente_229466,25,CD_04,CD_02
872722,Cliente_872722,18,CD_09,CD_08
391740,Cliente_391740,3,CD_10,CD_13
284285,Cliente_284285,3,CD_07,CD_17
788494,Cliente_788494,17,CD_04,CD_01
246520,Cliente_246520,19,CD_05,CD_15
719196,Cliente_719196,5,CD_16,CD_10
546393,Cliente_546393,20,CD_06,CD_11
234143,Cliente_234143,12,CD_11,CD_07
658674,Cliente_658674,6,CD_00,CD_18
855613,Cliente_855613,23,CD_19,CD_18
854800,Cliente_854800,5,CD_16,CD_05
521528,Cliente_521528,21,CD_19,CD_17
11258,Cliente_11258,5,CD_08,CD_14
602348,Cliente_602348,4,CD_05,CD_02
993967,Cliente_993967,25,CD_09,CD_01
206156,Cliente_206156,13,CD_14,CD_12
349098,Cliente_349098,9,CD_02,CD_11
275689,Cliente_275689,22,CD_20,CD_06
50399,Cliente_50399,18,CD_07,CD_14
535341,Cliente_535341,2,CD_17,CD_14
711741,Cliente_711741,11,CD_08,CD_18
372506,Cliente_372506,19,CD_05,CD_19
559851,Cliente_559851,15,CD_07,CD_16
733389,Cliente_733389,27,CD_01,CD_15
915148,Cliente_915148,17,CD_01,CD_05
32126,Cliente_32126,11,CD_16,CD_11
900007,Cliente_900007,19,CD_12,CD_02
536824,Cliente_536824,25,CD_05,CD_01
683703,Cliente_683703,9,CD_17,CD_13
251624,Cliente_251624,1,CD_05,CD_10
432991,Cliente_432991,21,CD_13,CD_06
557912,Cliente_557912,2,CD_20,CD_07
744611,Cliente_744611,25,CD_03,CD_09
157500,Cliente_157500,13,CD_13,CD_19
601144,Cliente_601144,24,CD_00,CD_01
131292,Cliente_131292,26,CD_19,CD_09
650312,Cliente_650312,26,CD_11,CD_12
468817,Cliente_468817,3,CD_17,CD_15
963436,Cliente_963436,16,CD_19,CD_08
182981,Cliente_182981,4,CD_13,CD_10
139887,Cliente_139887,12,CD_07,CD_08
166519,Cliente_166519,20,CD_00,CD_16
548817,Cliente_548817,29,CD_00,CD_12
821364,Cliente_821364,8,CD_13,CD_15
379649,Cliente_379649,27,CD_02,CD_00
980190,Cliente_980190,13,CD_15,CD_16
511266,Cliente_511266,1,CD_04,CD_07
287785,Cliente_287785,16,CD_13,CD_16
431622,Cliente_431622,26,CD_10,CD_00
359704,Cliente_359704,19,CD_01,CD_07
937205,Cliente_937205,17,CD_04,CD_01
516292,Cliente_516292,7,CD_15,CD_18
905191,Cliente_905191,23,CD_05,CD_14
682773,Cliente_682773,6,CD_05,CD_18
891845,Cliente_891845,28,CD_10,CD_06
188550,Cliente_188550,6,CD_01,CD_13
575532,Cliente_575532,19,CD_01,CD_09
438116,Cliente_438116,18,CD_15,CD_19
283241,Cliente_283241,11,CD_10,CD_08
916943,Cliente_916943,12,CD_09,CD_17
819581,Cliente_819581,11,CD_13,CD_16
321912,Cliente_321912,16,CD_02,CD_05
725274,Cliente_725274,14,CD_02,CD_20
732769,Cliente_732769,11,CD_20,CD_18
715107,Cliente_715107,16,CD_15,CD_11
285023,Cliente_285023,24,CD_02,CD_15
400047,Cliente_400047,13,CD_11,CD_16
705307,Cliente_705307,3,CD_02,CD_05
330055,Cliente_330055,9,CD_09,CD_13
236300,Cliente_236300,3,CD_04,CD_17
777315,Cliente_777315,10,CD_15,CD_06
708605,Cliente_708605,25,CD_18,CD_11
502129,Cliente_502129,26,CD_18,CD_04
763021,Cliente_763021,8,CD_08,CD_02
802445,Cliente_802445,20,CD_11,CD_01
256426,Cliente_256426,18,CD_00,CD_09
730441,Cliente_730441,10,CD_20,CD_00
126292,Cliente_126292,23,CD_00,CD_13
413990,Cliente_413990,8,CD_17,CD_14
811168,Cliente_811168,20,CD_02,CD_08
221017,Cliente_221017,13,CD_00,CD_10
241842,Cliente_241842,28,CD_09,CD_01
515271,Cliente_515271,7,CD_10,CD_01
647297,Cliente_647297,15,CD_18,CD_04
613320,Cliente_613320,1,CD_13,CD_02
940182,Cliente_940182,19,CD_02,CD_11
133671,Cliente_133671,15,CD_08,CD_14
515020,Cliente_515020,25,CD_05,CD_02
942495,Cliente_942495,4,CD_09,CD_03
311249,Cliente_311249,8,CD_06,CD_16
699295,Cliente_699295,28,CD_05,CD_07
959267,Cliente_959267,27,CD_16,CD_18
916999,Cliente_916999,30,CD_20,CD_14
202004,Cliente_202004,29,CD_12,CD_14
336744,Cliente_336744,6,CD_11,CD_20
438150,Cliente_438150,16,CD_01,CD_05
513800,Cliente_513800,12,CD_00,CD_05
577455,Cliente_577455,4,CD_09,CD_01
712667,Cliente_712667,22,CD_01,CD_10
459158,Cliente_459158,24,CD_19,CD_08
327114,Cliente_327114,16,CD_15,CD_03
14458,Cliente_14458,11,CD_03,CD_08
720512,Cliente_720512,28,CD_19,CD_14
353102,Cliente_353102,9,CD_08,CD_20
742640,Cliente_742640,11,CD_10,CD_19
32449,Cliente_32449,23,CD_10,CD_09
715049,Cliente_715049,25,CD_05,CD_02
242701,Cliente_242701,7,CD_05,CD_18
471836,Cliente_471836,29,CD_03,CD_20
84792,Cliente_84792,23,CD_10,CD_01
744122,Cliente_744122,30,CD_19,CD_04
982167,Cliente_982167,2,CD_07,CD_14
272159,Cliente_272159,1,CD_09,CD_17
848030,Cliente_848030,15,CD_08,CD_00
681253,Cliente_681253,14,CD_06,CD_02
843363,Cliente_843363,25,CD_14,CD_02
692332,Cliente_692332,16,CD_11,CD_05
266076,Cliente_266076,12,CD_02,CD_09
235349,Cliente_235349,12,CD_00,CD_12
120099,Cliente_120099,17,CD_12,CD_14
336577,Cliente_336577,4,CD_03,CD_12
903157,Cliente_903157,24,CD_14,CD_04
292694,Cliente_292694,27,CD_07,CD_16
935214,Cliente_935214,6,CD_09,CD_01
453882,Cliente_453882,22,CD_01,CD_04
606926,Cliente_606926,14,CD_12,CD_06
696213,Cliente_696213,25,CD_13,CD_12
520502,Cliente_520502,20,CD_01,CD_19
628691,Cliente_628691,7,CD_07,CD_01
921994,Cliente_921994,12,CD_03,CD_10
241116,Cliente_241116,21,CD_13,CD_14
718476,Cliente_718476,11,CD_08,CD_11
812940,Cliente_812940,6,CD_07,CD_08
553160,Cliente_553160,27,CD_08,CD_00
416260,Cliente_416260,23,CD_03,CD_13
129233,Cliente_129233,2,CD_11,CD_15
535340,Cliente_535340,9,CD_04,CD_20
372531,Cliente_372531,30,CD_17,CD_04
137157,Cliente_137157,28,CD_04,CD_16
876212,Cliente_876212,28,CD_13,CD_06
579817,Cliente_579817,5,CD_11,CD_13
186837,Cliente_186837,12,CD_16,CD_17
37136,Cliente_37136,25,CD_09,CD_05
492752,Cliente_492752,16,CD_06,CD_07
453447,Cliente_453447,4,CD_18,CD_16
942488,Cliente_942488,8,CD_15,CD_20
652982,Cliente_652982,26,CD_04,CD_17
74315,Cliente_74315,1,CD_17,CD_13
475921,Cliente_475921,15,CD_15,CD_19
73624,Cliente_73624,15,CD_08,CD_10
577391,Cliente_577391,11,CD_10,CD_12
445934,Cliente_445934,9,CD_08,CD_12
234271,Cliente_234271,22,CD_17,CD_02
376009,Cliente_376009,26,CD_10,CD_14
700059,Cliente_700059,19,CD_18,CD_04
211442,Cliente_211442,23,CD_13,CD_09
943047,Cliente_943047,1,CD_14,CD_08
188472,Cliente_188472,10,CD_16,CD_03
619569,Cliente_619569,10,CD_00,CD_08
810615,Cliente_810615,3,CD_20,CD_08
39889,Cliente_39889,2,CD_07,CD_01
766547,Cliente_766547,15,CD_16,CD_19
454152,Cliente_454152,3,CD_08,CD_14
266363,Cliente_266363,18,CD_05,CD_13
236998,Cliente_236998,3,CD_04,CD_06
206663,Cliente_206663,11,CD_13,CD_08
543979,Cliente_543979,28,CD_03,CD_18
814114,Cliente_814114,15,CD_05,CD_20
76296,Cliente_76296,19,CD_00,CD_13
736682,Cliente_736682,29,CD_13,CD_02
729001,Cliente_729001,30,CD_08,CD_14
743800,Cliente_743800,16,CD_08,CD_04
659712,Cliente_659712,24,CD_10,CD_06
957730,Cliente_957730,16,CD_17,CD_10
50076,Cliente_50076,2,CD_20,CD_14
612498,Cliente_612498,17,CD_15,CD_02
636021,Cliente_636021,20,CD_01,CD_13
930339,Cliente_930339,13,CD_06,CD_13
872134,Cliente_872134,10,CD_19,CD_17
504357,Cliente_504357,7,CD_08,CD_11
761927,Cliente_761927,6,CD_11,CD_00
255435,Cliente_255435,6,CD_07,CD_08
501653,Cliente_501653,23,CD_19,CD_16
9059,Cliente_9059,5,CD_19,CD_20
698749,Cliente_698749,8,CD_07,CD_04
330123,Cliente_330123,10,CD_12,CD_16
213696,Cliente_213696,29,CD_19,CD_06
773812,Cliente_773812,27,CD_03,CD_10
510800,Cliente_510800,26,CD_06,CD_04
496611,Cliente_496611,15,CD_12,CD_17
933073,Cliente_933073,3,CD_05,CD_01
771306,Cliente_771306,17,CD_18,CD_10
423321,Cliente_423321,24,CD_15,CD_04
628467,Cliente_628467,30,CD_02,CD_15
751,Cliente_751,19,CD_02,CD_11
732405,Cliente_732405,23,CD_08,CD_12
124559,Cliente_124559,15,CD_18,CD_05
423676,Cliente_423676,2,CD_06,CD_17
106659,Cliente_106659,10,CD_10,CD_15
61541,Cliente_61541,29,CD_12,CD_16
612107,Cliente_612107,6,CD_16,CD_05
266718,Cliente_266718,9,CD_09,CD_15
90134,Cliente_90134,11,CD_04,CD_05
11562,Cliente_11562,30,CD_01,CD_08
418758,Cliente_418758,29,CD_19,CD_17
516443,Cliente_516443,11,CD_15,CD_13
525904,Cliente_525904,29,CD_13,CD_15
959318,Cliente_959318,24,CD_11,CD_00
309593,Cliente_309593,10,CD_14,CD_08
726752,Cliente_726752,10,CD_04,CD_14
645225,Cliente_645225,10,CD_00,CD_12
956913,Cliente_956913,16,CD_16,CD_09
161456,Cliente_161456,9,CD_20,CD_03
62366,Cliente_62366,29,CD_09,CD_15
180689,Cliente_180689,28,CD_03,CD_10
872060,Cliente_872060,23,CD_01,CD_09
57170,Cliente_57170,11,CD_16,CD_03
600650,Cliente_600650,15,CD_09,CD_14
118541,Cliente_118541,27,CD_10,CD_03
850843,Cliente_850843,11,CD_19,CD_09
818507,Cliente_818507,21,CD_05,CD_09
39919,Cliente_39919,7,CD_04,CD_18
920278,Cliente_920278,22,CD_14,CD_01
871019,Cliente_871019,4,CD_06,CD_13
911866,Cliente_911866,19,CD_11,CD_04
400147,Cliente_400147,14,CD_08,CD_18
498055,Cliente_498055,14,CD_12,CD_08
198607,Cliente_198607,1,CD_19,CD_04
561996,Cliente_561996,9,CD_07,CD_05
745322,Cliente_745322,6,CD_09,CD_16
143773,Cliente_143773,2,CD_16,CD_08
410381,Cliente_410381,1,CD_11,CD_01
702606,Cliente_702606,23,CD_12,CD_03
277704,Cliente_277704,12,CD_11,CD_07
854006,Cliente_854006,27,CD_19,CD_00
77578,Cliente_77578,29,CD_17,CD_04
608685,Cliente_608685,17,CD_00,CD_11
385571,Cliente_385571,19,CD_04,CD_10
998413,Cliente_998413,22,CD_15,CD_09
638088,Cliente_638088,7,CD_11,CD_14
343923,Cliente_343923,21,CD_10,CD_15
752527,Cliente_752527,8,CD_12,CD_07
885055,Cliente_885055,30,CD_15,CD_05
813486,Cliente_813486,28,CD_20,CD_12
469967,Cliente_469967,14,CD_19,CD_02
967360,Cliente_967360,11,CD_06,CD_13
294088,Cliente_294088,20,CD_00,CD_12
758527,Cliente_758527,30,CD_08,CD_14
615629,Cliente_615629,23,CD_09,CD_10
512266,Cliente_512266,16,CD_04,CD_02
209669,Cliente_209669,23,CD_04,CD_17
8608,Cliente_8608,11,CD_15,CD_04
800280,Cliente_800280,8,CD_04,CD_06
441059,Cliente_441059,23,CD_12,CD_13
112434,Cliente_112434,25,CD_05,CD_18
670998,Cliente_670998,11,CD_07,CD_14
792895,Cliente_792895,20,CD_00,CD_03
399711,Cliente_399711,13,CD_14,CD_11
255148,Cliente_255148,14,CD_08,CD_20
601733,Cliente_601733,3,CD_04,CD_20
750316,Cliente_750316,16,CD_15,CD_03
650226,Cliente_650226,18,CD_16,CD_08
476656,Cliente_476656,18,CD_15,CD_01
853937,Cliente_853937,15,CD_06,CD_15
256173,Cliente_256173,18,CD_17,CD_03
