id_pedido,cliente,prazo_entrega,centro_origem,centro_destino
697719,Cliente_697719,26,CD_03,CD_19
445445,Cliente_445445,24,CD_17,CD_13
397496,Cliente_397496,21,CD_19,CD_20
369556,Cliente_369556,5,CD_06,CD_12
462751,Cliente_462751,15,CD_05,CD_04
276399,Cliente_276399,17,CD_07,CD_03
233678,Cliente_233678,19,CD_05,CD_14
997511,Cliente_997511,13,CD_00,CD_03
56784,Cliente_56784,6,CD_06,CD_15
243603,Cliente_243603,26,CD_10,CD_17
909211,Cliente_909211,15,CD_11,CD_09
799832,Cliente_799832,22,CD_20,CD_11
628430,Cliente_628430,11,CD_20,CD_06
819424,Cliente_819424,27,CD_11,CD_06
859445,Cliente_859445,6,CD_20,CD_05
314052,Cliente_314052,30,CD_03,CD_10
33602,Cliente_33602,22,CD_01,CD_16
698341,Cliente_698341,18,CD_14,CD_01
794003,Cliente_794003,28,CD_06,CD_10
43180,Cliente_43180,5,CD_08,CD_12
182687,Cliente_182687,26,CD_11,CD_09
197954,Cliente_197954,29,CD_17,CD_02
574886,Cliente_574886,27,CD_20,CD_19
662117,Cliente_662117,22,CD_03,CD_08
940579,Cliente_940579,19,CD_07,CD_13
447243,Cliente_447243,19,CD_08,CD_15
763313,Cliente_763313,23,CD_12,CD_08
582935,Cliente_582935,2,CD_07,CD_15
311755,Cliente_311755,26,CD_16,CD_13
31341,Cliente_31341,8,CD_16,CD_00
443857,Cliente_443857,25,CD_19,CD_12
636800,Cliente_636800,16,CD_07,CD_15
679751,Cliente_679751,19,CD_05,CD_14
640957,Cliente_640957,16,CD_08,CD_01
360567,Cliente_360567,19,CD_07,CD_05
368867,Cliente_368867,11,CD_06,CD_19
888069,Cliente_888069,14,CD_05,CD_02
904779,Cliente_904779,17,CD_10,CD_19
167054,Cliente_167054,30,CD_20,CD_15
161768,Cliente_161768,20,CD_13,CD_07
764780,Cliente_764780,15,CD_14,CD_12
907142,Cliente_907142,9,CD_08,CD_15
134896,Cliente_134896,17,CD_00,CD_15
299022,Cliente_299022,15,CD_15,CD_10
577832,Cliente_577832,28,CD_04,CD_20
981953,Cliente_981953,20,CD_12,CD_13
509144,Cliente_509144,13,CD_20,CD_01
998203,Cliente_998203,22,CD_15,CD_04
440258,Cliente_440258,10,CD_13,CD_20
615663,Cliente_615663,24,CD_13,CD_15
883787,Cliente_883787,12,CD_09,CD_08
126001,Cliente_126001,18,CD_07,CD_14
35233,Cliente_35233,10,CD_09,CD_00
146323,Cliente_146323,21,CD_12,CD_02
705663,Cliente_705663,26,CD_10,CD_03
161071,Cliente_161071,15,CD_18,CD_07
997998,Cliente_997998,20,CD_00,CD_20
22496,Cliente_22496,18,CD_02,CD_00
53483,Cliente_53483,8,CD_12,CD_10
628307,Cliente_628307,10,CD_00,CD_07
818788,Cliente_818788,29,CD_12,CD_02
46216,Cliente_46216,17,CD_00,CD_02
195576,Cliente_195576,29,CD_09,CD_01
746319,Cliente_746319,6,CD_10,CD_04
977786,Cliente_977786,6,CD_17,CD_13
843404,Cliente_843404,13,CD_10,CD_04
143470,Cliente_143470,2,CD_20,CD_15
308084,Cliente_308084,20,CD_16,CD_05
589770,Cliente_589770,18,CD_05,CD_00
773901,Cliente_773901,4,CD_04,CD_01
877046,Cliente_877046,12,CD_06,CD_13
620081,Cliente_620081,13,CD_15,CD_00
640460,Cliente_640460,3,CD_08,CD_16
124491,Cliente_124491,25,CD_16,CD_14
251416,Cliente_251416,1,CD_11,CD_01
130263,Cliente_130263,22,CD_05,CD_16
555864,Cliente_555864,22,CD_02,CD_19
656230,Cliente_656230,18,CD_02,CD_09
913020,Cliente_913020,19,CD_11,CD_07
2647,Cliente_2647,28,CD_09,CD_18
227303,Cliente_227303,17,CD_06,CD_01
330143,Cliente_330143,29,CD_05,CD_14
110123,Cliente_110123,25,CD_04,CD_03
839553,Cliente_839553,8,CD_08,CD_20
616529,Cliente_616529,22,CD_07,CD_08
586134,Cliente_586134,8,CD_09,CD_12
499726,Cliente_499726,22,CD_10,CD_06
544198,Cliente_544198,15,CD_20,CD_14
478415,Cliente_478415,4,CD_05,CD_09
963021,Cliente_963021,27,CD_19,CD_18
28845,Cliente_28845,9,CD_07,CD_17
880950,Cliente_880950,22,CD_18,CD_08
296377,Cliente_296377,20,CD_14,CD_06
856227,Cliente_856227,19,CD_18,CD_08
348465,Cliente_348465,13,CD_03,CD_05
376578,Cliente_376578,8,CD_00,CD_15
226184,Cliente_226184,8,CD_19,CD_01
361112,Cliente_361112,15,CD_04,CD_00
351010,Cliente_351010,17,CD_18,CD_19
887418,Cliente_887418,6,CD_06,CD_03
237972,Cliente_237972,11,CD_09,CD_14
773007,Cliente_773007,30,CD_01,CD_14
358504,Cliente_358504,30,CD_16,CD_07
315727,Cliente_315727,19,CD_15,CD_17
320982,Cliente_320982,4,CD_18,CD_06
15494,Cliente_15494,15,CD_06,CD_01
195980,Cliente_195980,10,CD_01,CD_02
385361,Cliente_385361,7,CD_14,CD_20
741159,Cliente_741159,1,CD_03,CD_11
662687,Cliente_662687,22,CD_04,CD_05
157495,Cliente_157495,7,CD_19,CD_06
858480,Cliente_858480,11,CD_10,CD_13
252286,Cliente_252286,3,CD_08,CD_14
765081,Cliente_765081,14,CD_01,CD_08
266289,Cliente_266289,29,CD_04,CD_01
779838,Cliente_779838,11,CD_01,CD_00
574389,Cliente_574389,15,CD_16,CD_07
690326,Cliente_690326,26,CD_00,CD_06
349346,Cliente_349346,1,CD_04,CD_10
911787,Cliente_911787,25,CD_13,CD_02
552963,Cliente_552963,16,CD_11,CD_20
610198,Cliente_610198,20,CD_15,CD_06
553364,Cliente_553364,30,CD_15,CD_09
132422,Cliente_132422,12,CD_02,CD_19
250818,Cliente_250818,28,CD_03,CD_04
37882,Cliente_37882,27,CD_10,CD_06
231663,Cliente_231663,12,CD_00,CD_20
528786,Cliente_528786,3,CD_04,CD_10
922202,Cliente_922202,26,CD_07,CD_09
872578,Cliente_872578,11,CD_14,CD_07
477920,Cliente_477920,20,CD_19,CD_15
501580,Cliente_501580,23,CD_12,CD_09
960681,Cliente_960681,26,CD_14,CD_06
109713,Cliente_109713,12,CD_09,CD_04
900769,Cliente_900769,12,CD_09,CD_03
371998,Cliente_371998,19,CD_10,CD_03
699458,Cliente_699458,1,CD_05,CD_03
536351,Cliente_536351,26,CD_04,CD_01
289939,Cliente_289939,2,CD_04,CD_03
857467,Cliente_857467,18,CD_10,CD_15
95734,Cliente_95734,25,CD_18,CD_05
72625,Cliente_72625,6,CD_07,CD_15
876657,Cliente_876657,17,CD_13,CD_04
811119,Cliente_811119,11,CD_04,CD_03
300381,Cliente_300381,10,CD_15,CD_18
743495,Cliente_743495,9,CD_07,CD_18
942421,Cliente_942421,10,CD_13,CD_19
825581,Cliente_825581,17,CD_05,CD_07
55861,Cliente_55861,22,CD_19,CD_13
365174,Cliente_365174,20,CD_08,CD_14
232381,Cliente_232381,8,CD_13,CD_09
853759,Cliente_853759,28,CD_18,CD_05
263140,Cliente_263140,19,CD_08,CD_09
456751,Cliente_456751,6,CD_16,CD_11
508007,Cliente_508007,18,CD_10,CD_06
948763,Cliente_948763,11,CD_16,CD_05
261878,Cliente_261878,14,CD_19,CD_18
979834,Cliente_979834,29,CD_08,CD_07
993308,Cliente_993308,15,CD_03,CD_13
876512,Cliente_876512,10,CD_02,CD_12
238470,Cliente_238470,30,CD_03,CD_20
164558,Cliente_164558,8,CD_04,CD_02
643797,Cliente_643797,2,CD_01,CD_11
615513,Cliente_615513,30,CD_12,CD_01
336680,Cliente_336680,19,CD_03,CD_13
693074,Cliente_693074,19,CD_10,CD_05
968399,Cliente_968399,28,CD_09,CD_07
971536,Cliente_971536,2,CD_18,CD_16
48224,Cliente_48224,27,CD_19,CD_05
314487,Cliente_314487,2,CD_18,CD_10
244088,Cliente_244088,4,CD_15,CD_10
423037,Cliente_423037,25,CD_01,CD_09
733970,Cliente_733970,2,CD_06,CD_09
552349,Cliente_552349,19,CD_10,CD_02
851069,Cliente_851069,13,CD_18,CD_06
922312,Cliente_922312,4,CD_15,CD_02
148332,Cliente_148332,11,CD_19,CD_12
583798,Cliente_583798,6,CD_01,CD_14
326577,Cliente_326577,11,CD_01,CD_10
709095,Cliente_709095,1,CD_18,CD_16
999427,Cliente_999427,11,CD_17,CD_05
791062,Cliente_791062,18,CD_20,CD_09
846712,Cliente_846712,23,CD_07,CD_06
497799,Cliente_497799,27,CD_15,CD_10
858699,Cliente_858699,19,CD_11,CD_19
411578,Cliente_411578,2,CD_03,CD_01
925655,Cliente_925655,25,CD_09,CD_10
409204,Cliente_409204,30,CD_19,CD_15
428441,Cliente_428441,16,CD_02,CD_18
265661,Cliente_265661,15,CD_02,CD_10
866737,Cliente_866737,19,CD_13,CD_18
452700,Cliente_452700,8,CD_19,CD_08
307745,Cliente_307745,18,CD_16,CD_11
692125,Cliente_692125,8,CD_20,CD_12
916428,Cliente_916428,19,CD_09,CD_17
565259,Cliente_565259,29,CD_06,CD_02
781944,Cliente_781944,14,CD_10,CD_08
249781,Cliente_249781,7,CD_03,CD_15
470668,Cliente_470668,2,CD_15,CD_10
901676,Cliente_901676,7,CD_08,CD_18
9106,Cliente_9106,26,CD_15,CD_01
216707,Cliente_216707,7,CD_03,CD_17
233781,Cliente_233781,4,CD_10,CD_16
530190,Cliente_530190,15,CD_00,CD_08
710340,Cliente_710340,6,CD_20,CD_06
509539,Cliente_509539,24,CD_14,CD_15
944493,Cliente_944493,16,CD_04,CD_09
584283,Cliente_584283,8,CD_11,CD_18
217666,Cliente_217666,16,CD_08,CD_12
639889,Cliente_639889,11,CD_14,CD_20
467702,Cliente_467702,16,CD_08,CD_19
733921,Cliente_733921,17,CD_17,CD_13
473313,Cliente_473313,12,CD_07,CD_16
777642,Cliente_777642,12,CD_15,CD_18
26615,Cliente_26615,12,CD_08,CD_17
899660,Cliente_899660,2,CD_01,CD_06
92373,Cliente_92373,28,CD_04,CD_14
959914,Cliente_959914,22,CD_04,CD_12
678171,Cliente_678171,6,CD_03,CD_18
237875,Cliente_237875,9,CD_18,CD_04
803137,Cliente_803137,26,CD_20,CD_04
104843,Cliente_104843,14,CD_14,CD_15
84427,Cliente_84427,20,CD_00,CD_04
875046,Cliente_875046,15,CD_12,CD_18
643676,Cliente_643676,9,CD_10,CD_00
525969,Cliente_525969,29,CD_18,CD_04
664201,Cliente_664201,27,CD_05,CD_18
297395,Cliente_297395,29,CD_12,CD_19
954844,Cliente_954844,4,CD_19,CD_14
205572,Cliente_205572,19,CD_20,CD_17
649691,Cliente_649691,9,CD_11,CD_16
343099,Cliente_343099,9,CD_17,CD_00
954215,Cliente_954215,1,CD_04,CD_18
751119,Cliente_751119,4,CD_04,CD_09
895489,Cliente_895489,17,CD_04,CD_03
523409,Cliente_523409,3,CD_06,CD_04
445859,Cliente_445859,27,CD_01,CD_06
71829,Cliente_71829,23,CD_06,CD_10
411339,Cliente_411339,28,CD_03,CD_18
742168,Cliente_742168,23,CD_00,CD_13
804165,Cliente_804165,29,CD_02,CD_00
115074,Cliente_115074,15,CD_11,CD_12
340967,Cliente_340967,5,CD_09,CD_10
830181,Cliente_830181,30,CD_04,CD_12
766989,Cliente_766989,11,CD_07,CD_05
354749,Cliente_354749,20,CD_00,CD_14
796259,Cliente_796259,11,CD_17,CD_06
909167,Cliente_909167,20,CD_07,CD_00
24217,Cliente_24217,2,CD_04,CD_15
942156,Cliente_942156,7,CD_15,CD_11
631470,Cliente_631470,15,CD_12,CD_18
686348,Cliente_686348,16,CD_03,CD_02
278137,Cliente_278137,3,CD_17,CD_10
635856,Cliente_635856,6,CD_16,CD_20
347860,Cliente_347860,23,CD_13,CD_10
940077,Cliente_940077,5,CD_08,CD_05
254658,Cliente_254658,24,CD_13,CD_04
628439,Cliente_628439,21,CD_16,CD_08
416848,Cliente_416848,13,CD_20,CD_01
477588,Cliente_477588,26,CD_08,CD_02
969613,Cliente_969613,7,CD_19,CD_18
725451,Cliente_725451,10,CD_12,CD_08
318344,Cliente_318344,11,CD_12,CD_16
72006,Cliente_72006,23,CD_08,CD_12
465557,Cliente_465557,20,CD_16,CD_15
460529,Cliente_460529,25,CD_12,CD_11
895687,Cliente_895687,7,CD_00,CD_14
284376,Cliente_284376,1,CD_07,CD_04
537399,Cliente_537399,17,CD_14,CD_07
33196,Cliente_33196,17,CD_11,CD_20
576763,Cliente_576763,21,CD_02,CD_03
343551,Cliente_343551,30,CD_07,CD_14
876975,Cliente_876975,19,CD_03,CD_14
434114,Cliente_434114,29,CD_13,CD_00
496815,Cliente_496815,15,CD_16,CD_07
384206,Cliente_384206,1,CD_04,CD_02
735002,Cliente_735002,6,CD_01,CD_08
670231,Cliente_670231,8,CD_17,CD_07
856400,Cliente_856400,7,CD_10,CD_15
93306,Cliente_93306,14,CD_02,CD_03
237301,Cliente_237301,10,CD_19,CD_11
990064,Cliente_990064,20,CD_05,CD_14
308843,Cliente_308843,10,CD_11,CD_06
231512,Cliente_231512,1,CD_20,CD_08
585115,Cliente_585115,18,CD_20,CD_03
363889,Cliente_363889,27,CD_07,CD_18
885868,Cliente_885868,9,CD_05,CD_14
588956,Cliente_588956,12,CD_19,CD_03
887434,Cliente_887434,21,CD_10,CD_02
122526,Cliente_122526,17,CD_15,CD_04
350432,Cliente_350432,12,CD_15,CD_03
230875,Cliente_230875,7,CD_05,CD_07
146013,Cliente_146013,15,CD_13,CD_06
424284,Cliente_424284,16,CD_16,CD_03
841715,Cliente_841715,29,CD_19,CD_17
367049,Cliente_367049,10,CD_14,CD_12
297868,Cliente_297868,12,CD_19,CD_12
276174,Cliente_276174,27,CD_17,CD_03
218042,Cliente_218042,12,CD_18,CD_10
905645,Cliente_905645,22,CD_18,CD_20
959190,Cliente_959190,29,CD_19,CD_08
595247,Cliente_595247,24,CD_04,CD_05
306710,Cliente_306710,20,CD_00,CD_02
546124,Cliente_546124,19,CD_05,CD_15
548488,Cliente_548488,22,CD_04,CD_20
312633,Cliente_312633,20,CD_18,CD_01
251351,Cliente_251351,2,CD_05,CD_04
255333,Cliente_255333,14,CD_07,CD_08
108293,Cliente_108293,26,CD_02,CD_12
309495,Cliente_309495,18,CD_08,CD_15
550640,Cliente_550640,11,CD_06,CD_01
244794,Cliente_244794,28,CD_10,CD_07
569484,Cliente_569484,23,CD_00,CD_05
734985,Cliente_734985,15,CD_16,CD_11
641211,Cliente_641211,9,CD_11,CD_06
183868,Cliente_183868,17,CD_12,CD_11
895301,Cliente_895301,13,CD_06,CD_19
570340,Cliente_570340,12,CD_11,CD_05
334092,Cliente_334092,17,CD_08,CD_00
398470,Cliente_398470,28,CD_13,CD_06
530822,Cliente_530822,27,CD_11,CD_01
758296,Cliente_758296,7,CD_16,CD_15
565497,Cliente_565497,30,CD_06,CD_11
770243,Cliente_770243,12,CD_09,CD_03
390941,Cliente_390941,30,CD_15,CD_20
332355,Cliente_332355,21,CD_16,CD_07
862533,Cliente_862533,8,CD_19,CD_00
818313,Cliente_818313,28,CD_17,CD_02
346414,Cliente_346414,17,CD_17,CD_06
621347,Cliente_621347,1,CD_01,CD_08
243375,Cliente_243375,8,CD_19,CD_16
880045,Cliente_880045,4,CD_00,CD_08
513710,Cliente_513710,4,CD_07,CD_17
960701,Cliente_960701,23,CD_05,CD_17
842173,Cliente_842173,25,CD_02,CD_09
644399,Cliente_644399,18,CD_13,CD_19
230608,Cliente_230608,28,CD_00,CD_03
165919,Cliente_165919,14,CD_18,CD_19
386493,Cliente_386493,15,CD_10,CD_01
764140,Cliente_764140,6,CD_15,CD_06
50554,Cliente_50554,13,CD_04,CD_11
299639,Cliente_299639,6,CD_14,CD_04
126945,Cliente_126945,26,CD_19,CD_05
782113,Cliente_782113,27,CD_16,CD_08
995502,Cliente_995502,12,CD_07,CD_08
978896,Cliente_978896,21,CD_08,CD_19
44927,Cliente_44927,5,CD_13,CD_09
300266,Cliente_300266,4,CD_04,CD_07
111763,Cliente_111763,28,CD_08,CD_09
765591,Cliente_765591,14,CD_08,CD_00
893067,Cliente_893067,17,CD_13,CD_17
420098,Cliente_420098,30,CD_01,CD_18
751532,Cliente_751532,6,CD_20,CD_01
688985,Cliente_688985,19,CD_05,CD_14
577785,Cliente_577785,25,CD_11,CD_03
990503,Cliente_990503,6,CD_02,CD_07
24316,Cliente_24316,12,CD_15,CD_17
688940,Cliente_688940,26,CD_04,CD_14
243320,Cliente_243320,2,CD_11,CD_15
476364,Cliente_476364,5,CD_07,CD_13
265976,Cliente_265976,7,CD_03,CD_01
785225,Cliente_785225,13,CD_06,CD_08
878468,Cliente_878468,3,CD_19,CD_18
788606,Cliente_788606,27,CD_20,CD_00
782299,Cliente_782299,1,CD_07,CD_14
646689,Cliente_646689,4,CD_00,CD_04
622584,Cliente_622584,16,CD_05,CD_19
77440,Cliente_77440,27,CD_16,CD_02
19919,Cliente_19919,18,CD_03,CD_04
851717,Cliente_851717,25,CD_03,CD_06
79950,Cliente_79950,12,CD_12,CD_01
526068,Cliente_526068,10,CD_04,CD_13
577502,Cliente_577502,23,CD_12,CD_03
395242,Cliente_395242,26,CD_14,CD_12
726690,Cliente_726690,10,CD_07,CD_00
212317,Cliente_212317,20,CD_01,CD_12
514549,Cliente_514549,28,CD_10,CD_18
119456,Cliente_119456,8,CD_15,CD_06
353133,Cliente_353133,26,CD_02,CD_09
657885,Cliente_657885,26,CD_10,CD_04
730844,Cliente_730844,4,CD_15,CD_09
382426,Cliente_382426,2,CD_02,CD_18
910041,Cliente_910041,19,CD_20,CD_07
733063,Cliente_733063,28,CD_08,CD_07
898665,Cliente_898665,12,CD_16,CD_00
788993,Cliente_788993,9,CD_00,CD_20
37298,Cliente_37298,30,CD_02,CD_14
966864,Cliente_966864,10,CD_06,CD_20
874128,Cliente_874128,14,CD_03,CD_17
945950,Cliente_945950,15,CD_13,CD_02
597518,Cliente_597518,16,CD_13,CD_16
314090,Cliente_314090,13,CD_02,CD_19
96874,Cliente_96874,13,CD_05,CD_10
707457,Cliente_707457,29,CD_19,CD_17
824084,Cliente_824084,21,CD_14,CD_04
688710,Cliente_688710,18,CD_09,CD_10
119534,Cliente_119534,11,CD_00,CD_18
145642,Cliente_145642,11,CD_14,CD_08
96717,Cliente_96717,2,CD_16,CD_13
847923,Cliente_847923,19,CD_09,CD_00
272694,Cliente_272694,5,CD_02,CD_16
966905,Cliente_966905,4,CD_03,CD_15
524705,Cliente_524705,17,CD_03,CD_18
495140,Cliente_495140,11,CD_07,CD_03
642809,Cliente_642809,4,CD_17,CD_10
756591,Cliente_756591,13,CD_16,CD_06
529626,Cliente_529626,13,CD_07,CD_20
300072,Cliente_300072,9,CD_06,CD_02
835153,Cliente_835153,15,CD_15,CD_00
435776,Cliente_435776,15,CD_14,CD_10
484985,Cliente_484985,25,CD_18,CD_17
763306,Cliente_763306,26,CD_13,CD_19
832981,Cliente_832981,4,CD_10,CD_19
634187,Cliente_634187,2,CD_18,CD_13
687796,Cliente_687796,12,CD_07,CD_10
614075,Cliente_614075,20,CD_00,CD_16
768216,Cliente_768216,16,CD_03,CD_06
450875,Cliente_450875,5,CD_13,CD_18
688146,Cliente_688146,4,CD_02,CD_07
52983,Cliente_52983,28,CD_01,CD_12
370937,Cliente_370937,13,CD_18,CD_05
941381,Cliente_941381,6,CD_04,CD_05
152882,Cliente_152882,9,CD_08,CD_18
280870,Cliente_280870,2,CD_13,CD_05
580263,Cliente_580263,12,CD_19,CD_08
129261,Cliente_129261,17,CD_04,CD_00
158965,Cliente_158965,11,CD_01,CD_06
91397,Cliente_91397,10,CD_15,CD_16
278416,Cliente_278416,18,CD_07,CD_02
249255,Cliente_249255,6,CD_03,CD_05
449335,Cliente_449335,5,CD_15,CD_09
952041,Cliente_952041,5,CD_11,CD_15
352871,Cliente_352871,13,CD_01,CD_20
256511,Cliente_256511,3,CD_20,CD_02
338272,Cliente_338272,8,CD_07,CD_09
777440,Cliente_777440,20,CD_14,CD_02
608158,Cliente_608158,7,CD_19,CD_15
583627,Cliente_583627,18,CD_12,CD_20
760358,Cliente_760358,7,CD_20,CD_11
256944,Cliente_256944,5,CD_06,CD_14
129415,Cliente_129415,22,CD_07,CD_10
356068,Cliente_356068,2,CD_20,CD_18
21678,Cliente_21678,18,CD_19,CD_02
916344,Cliente_916344,18,CD_10,CD_13
493022,Cliente_493022,11,CD_18,CD_17
467255,Cliente_467255,13,CD_19,CD_00
158071,Cliente_158071,28,CD_17,CD_06
752932,Cliente_752932,26,CD_16,CD_18
159475,Cliente_159475,12,CD_11,CD_19
981887,Cliente_981887,13,CD_17,CD_05
306853,Cliente_306853,22,CD_14,CD_09
810686,Cliente_810686,3,CD_19,CD_00
58554,Cliente_58554,29,CD_09,CD_20
230421,Cliente_230421,4,CD_03,CD_12
600825,Cliente_600825,21,CD_14,CD_16
919664,Cliente_919664,21,CD_06,CD_17
24260,Cliente_24260,16,CD_10,CD_12
47030,Cliente_47030,1,CD_13,CD_03
202071,Cliente_202071,15,CD_12,CD_05
270469,Cliente_270469,29,CD_13,CD_17
717446,Cliente_717446,2,CD_18,CD_00
482810,Cliente_482810,23,CD_16,CD_15
200704,Cliente_200704,22,CD_14,CD_12
934632,Cliente_934632,24,CD_07,CD_16
72080,Cliente_72080,1,CD_05,CD_19
798749,Cliente_798749,27,CD_17,CD_13
984280,Cliente_984280,20,CD_11,CD_03
574306,Cliente_574306,8,CD_02,CD_04
382809,Cliente_382809,3,CD_20,CD_04
152422,Cliente_152422,12,CD_02,CD_06
522030,Cliente_522030,15,CD_02,CD_06
46834,Cliente_46834,17,CD_03,CD_12
300689,Cliente_300689,23,CD_08,CD_05
167544,Cliente_167544,19,CD_10,CD_18
657460,Cliente_657460,7,CD_07,CD_20
967656,Cliente_967656,22,CD_12,CD_11
678106,Cliente_678106,27,CD_03,CD_00
578535,Cliente_578535,21,CD_06,CD_13
569239,Cliente_569239,28,CD_04,CD_03
971659,Cliente_971659,4,CD_05,CD_15
892883,Cliente_892883,3,CD_16,CD_04
751964,Cliente_751964,24,CD_20,CD_06
677191,Cliente_677191,13,CD_10,CD_04
178388,Cliente_178388,10,CD_16,CD_08
226248,Cliente_226248,23,CD_04,CD_16
11337,Cliente_11337,6,CD_00,CD_18
961729,Cliente_961729,12,CD_08,CD_12
355293,Cliente_355293,27,CD_15,CD_01
791377,Cliente_791377,14,CD_10,CD_02
254304,Cliente_254304,26,CD_09,CD_08
676170,Cliente_676170,10,CD_16,CD_01
867025,Cliente_867025,28,CD_17,CD_10
103530,Cliente_103530,8,CD_11,CD_08
860477,Cliente_860477,23,CD_17,CD_03
429145,Cliente_429145,15,CD_11,CD_09
11000,Cliente_11000,12,CD_09,CD_08
988393,Cliente_988393,12,CD_13,CD_16
610016,Cliente_610016,10,CD_02,CD_10
543254,Cliente_543254,20,CD_04,CD_18
641758,Cliente_641758,16,CD_04,CD_09
651507,Cliente_651507,15,CD_18,CD_07
508237,Cliente_508237,22,CD_04,CD_08
651794,Cliente_651794,20,CD_16,CD_17
217984,Cliente_217984,22,CD_14,CD_15
920066,Cliente_920066,2,CD_06,CD_20
191035,Cliente_191035,29,CD_11,CD_08
572193,Cliente_572193,28,CD_14,CD_08
985478,Cliente_985478,28,CD_10,CD_05
313715,Cliente_313715,22,CD_15,CD_09
925677,Cliente_925677,26,CD_16,CD_13
699801,Cliente_699801,13,CD_02,CD_04
